sample_id,sample,era,location,K2,K3,K4,prop_sum,max_prop,dominant_cluster,entropy,effective_clusters,admixedness
OchACan001,OchACan001.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.014509900000000001,9.89e-5,0.9853912,1,0.9853912,K4,0.07683287007009616,1.0798615841193302,0.014608799999999977
OchACan002,OchACan002.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.012064,9.93e-5,0.9878367,1,0.9878367,K4,0.06629738515254195,1.068544439171789,0.012163299999999988
OchACan003,OchACan003.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.015882999999999998,9.89e-5,0.9840181,1,0.9840181,K4,0.08256092177777602,1.0860648364242678,0.015981899999999993
OchACan004,OchACan004.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0162303,9.92e-5,0.9836705,1,0.9836705,K4,0.08399294879112482,1.0876212247373553,0.016329499999999997
OchACan005,OchACan005.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0122223,9.94e-5,0.9876782,0.9999998999999999,0.9876782,K4,0.06699471526502176,1.0692898272463165,0.01232180000000005
OchACan006,OchACan006.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.012573800000000001,9.95e-5,0.9873267,1,0.9873267,K4,0.06853428900276981,1.0709373456950297,0.012673299999999998
OchACan007,OchACan007.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0210545,9.82e-5,0.9788473,1,0.9788473,K4,0.10311749165109542,1.1086216552131516,0.021152700000000024
OchACan008,OchACan008.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0218274,9.83e-5,0.9780743,1,0.9780743,K4,0.1060714561926313,1.111901325903252,0.021925700000000048
OchACan009,OchACan009.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0138545,9.9e-5,0.9860465,1,0.9860465,K4,0.07405392964796047,1.076864878874086,0.013953499999999952
OchACan010,OchACan010.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.018884400000000003,0.012882,0.9682336,1,0.9682336,K4,0.16227800546869822,1.176187182342102,0.03176639999999997
OchACan011,OchACan011.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0144206,9.93e-5,0.98548,0.9999999,0.98548,K4,0.07645968516947813,1.079458671266552,0.014519999999999977
OchACan012,OchACan012.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0195671,9.93e-5,0.9803336,1,0.9803336,K4,0.09736214647979358,1.1022594807397987,0.019666399999999973
OchACan013,OchACan013.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0226775,9.89e-5,0.9772235,0.9999999,0.9772235,K4,0.10929279869569052,1.115488916229811,0.022776499999999977
OchACan014,OchACan014.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0196301,9.87e-5,0.9802712,1,0.9802712,K4,0.09760310759457862,1.1025251144154682,0.01972879999999999
OchACan015,OchACan015.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.009209,0.0213651,0.9694259,1,0.9694259,K4,0.1554398442313026,1.1681716616892892,0.03057410000000005
OchACan016,OchACan016.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0164982,9.88e-5,0.9834028,0.9999998,0.9834028,K4,0.08508680030097043,1.0888115717689346,0.01659719999999998
OchACan017,OchACan017.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0150529,9.9e-5,0.9848481,1,0.9848481,K4,0.0791140918442434,1.082327799801035,0.015151899999999996
OchACan018,OchACan018.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.016520399999999998,9.9e-5,0.9833807,1.0000001,0.9833807,K4,0.08517907951601156,1.08891205108211,0.016619300000000004
OchACan019,OchACan019.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0168349,9.86e-5,0.9830666,1.0000001,0.9830666,K4,0.08645754523359588,1.0903050780877792,0.016933399999999987
OchACan020,OchACan020.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0153102,9.93e-5,0.9845904,0.9999998999999999,0.9845904,K4,0.08019048096439337,1.0834934328940231,0.015409600000000023
OchACan021,OchACan021.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.0141751,9.93e-5,0.9857255,0.9999999,0.9857255,K4,0.07542044525152077,1.0783374374419734,0.014274499999999968
OchACan022,OchACan022.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.1367264,0.8631737,1e-4,1.0000001,0.8631737,K3,0.39998239491081633,1.491798434165608,0.13682629999999996
OchACan023,OchACan023.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.1326623,0.8609269,0.0064108,1,0.8609269,K3,0.42926416776802256,1.5361267759848767,0.13907309999999995
OchACan024,OchACan024.merged.rmdup.merged.realn.rescaled.bam,Historical,Can,0.1074344,0.8290882,0.0634773,0.9999999,0.8290882,K3,0.5700791992797759,1.768407102456557,0.17091179999999995
OchACat001,OchACat001.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0615922,0.9383077,1e-4,0.9999998999999999,0.9383077,K3,0.23234099166908018,1.2615498334764559,0.06169230000000003
OchACat002,OchACat002.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0711937,0.9287066,9.97e-5,1,0.9287066,K3,0.2577266927298583,1.2939851147522028,0.07129339999999995
OchACat003,OchACat003.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0688472,0.9310529,1e-4,1.0000001,0.9310529,K3,0.2516605548477887,1.2861593826114788,0.06894710000000004
OchACat004,OchACat004.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0757802,0.9172292,0.0069906,1,0.9172292,K3,0.30944905782392107,1.3626741526200574,0.08277080000000003
OchACat005,OchACat005.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1138315,0.88607,9.85e-5,1,0.88607,K3,0.3554470828520839,1.4268184177519156,0.11392999999999998
OchACat006,OchACat006.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.08552359999999999,0.9143772,9.93e-5,1.0000001,0.9143772,K3,0.29306246979176054,1.3405265302292433,0.0856228
OchACat007,OchACat007.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0412924,0.80507,0.1536377,1.0000000999999998,0.80507,K3,0.5939498916884967,1.8111280653855328,0.19493000000000005
OchACat008,OchACat008.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.09916449999999999,0.9007369,9.87e-5,1.0000000999999998,0.9007369,K3,0.32424195415917645,1.382981884860717,0.09926310000000005
OchACat009,OchACat009.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1071604,0.8895792,0.0032604,1,0.8895792,K3,0.3620905930828143,1.4363290575437357,0.11042079999999999
OchACat010,OchACat010.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0939074,0.8962187,0.0098738,0.9999999,0.8962187,K3,0.36592823147793296,1.4418517593713296,0.10378129999999997
OchACat011,OchACat011.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0697266,0.9255515,0.0047218,0.9999998999999999,0.9255515,K3,0.28258769130242056,1.326558097603754,0.07444850000000003
OchACat012,OchACat012.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.11725340000000001,0.8585436,0.0242031,1.0000001,0.8585436,K3,0.47233260637036717,1.6037307060776467,0.14145640000000004
OchACat013,OchACat013.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0774298,0.9224708,9.93e-5,0.9999999,0.9224708,K3,0.2734533962984247,1.314496097400711,0.07752919999999996
OchACat014,OchACat014.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0702943,0.9296057,9.99e-5,0.9999998999999999,0.9296057,K3,0.2554124640848918,1.2909939997304627,0.07039430000000002
OchACat015,OchACat015.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1069061,0.8929952,9.86e-5,0.9999998999999999,0.8929952,K3,0.3409945626568547,1.4063455940578042,0.10700480000000001
OchACat016,OchACat016.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0749252,0.9249749,9.99e-5,1,0.9249749,K3,0.26720882974917576,1.3063132149095806,0.07502509999999996
OchACat017,OchACat017.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.06488479999999999,0.9350151,1e-4,0.9999998999999999,0.9350151,K3,0.24121626418145448,1.2727962657884881,0.06498490000000001
OchACat018,OchACat018.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1118363,0.888065,9.86e-5,0.9999998999999999,0.888065,K3,0.35133394492080516,1.4209617696543815,0.111935
OchACat019,OchACat019.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0859396,0.9139609,9.96e-5,1.0000001,0.9139609,K3,0.29404979434546014,1.3418507185816921,0.086039100000000035
OchACat020,OchACat020.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.09274959999999999,0.9071505,1e-4,1.0000001,0.9071505,K3,0.3098648597373759,1.3632408729536667,0.09284950000000003
OchACat021,OchACat021.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1114994,0.8821653,0.0063353,1,0.8821653,K3,0.38726932747188064,1.472953144602553,0.11783469999999996
OchACat022,OchACat022.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1074245,0.8894494,0.0031262,1.0000001,0.8894494,K3,0.3618936023587832,1.4360461419095358,0.11055060000000005
OchACat023,OchACat023.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0734178,0.9262874,2.948e-4,1,0.9262874,K3,0.2650600992242389,1.3035093133228512,0.07371260000000002
OchACat024,OchACat024.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.10921900000000001,0.8616838,0.0290971,0.9999999,0.8616838,K3,0.4730506133305999,1.6048826093747546,0.1383162
OchACat025,OchACat025.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.078574,0.9204159,0.0010102,1.0000001,0.9204159,K3,0.28316754425968005,1.3273275292966886,0.07958410000000005
OchACat026,OchACat026.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.08048820000000001,0.9194118,1e-4,1,0.9194118,K3,0.28097274679595113,1.324417508822792,0.0805882
OchACat027,OchACat027.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.07249,0.9274101,1e-4,1.0000001,0.9274101,K3,0.26104610757152996,1.2982875249386137,0.072589899999999985
OchACat028,OchACat028.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0925623,0.907338,9.98e-5,1.0000001,0.907338,K3,0.3094357084842734,1.362655961941382,0.09266200000000002
OchACat029,OchACat029.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0831121,0.9167886,9.94e-5,1.0000001,0.9167886,K3,0.28731195245694197,1.332839931321489,0.08321140000000005
OchACat030,OchACat030.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.09710329999999999,0.9027975,9.92e-5,1,0.9027975,K3,0.3196747750450814,1.3766799608432663,0.09720249999999997
OchACat031,OchACat031.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0823782,0.9175217,1e-4,0.9999998999999999,0.9175217,K3,0.2855522041904062,1.3304965310647827,0.0824783
OchACat032,OchACat032.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0648648,0.888473,0.0466622,1,0.888473,K3,0.4255085512664706,1.5303684926367087,0.11152700000000004
OchACat033,OchACat033.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0909253,0.9037184,0.0053563,1,0.9037184,K3,0.3375139758979118,1.401459194905739,0.09628159999999997
OchACat034,OchACat034.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.079714,0.9201861,1e-4,1.0000001,0.9201861,K3,0.27908293407450757,1.3219169712841414,0.0798139
OchACat035,OchACat035.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0777808,0.9221191,1e-4,0.9999998999999999,0.9221191,K3,0.2743285951685115,1.3156470464810905,0.07788090000000003
OchACat036,OchACat036.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.09185829999999999,0.8273469,0.0807947,0.9999998999999999,0.8273469,K3,0.5793873438886559,1.7849445385144764,0.1726531
OchACat037,OchACat037.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0717879,0.9281126,9.95e-5,1,0.9281126,K3,0.25924833831898814,1.2959556003045836,0.07188740000000005
OchACat038,OchACat038.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.09136069999999999,0.8988233,0.009816,1,0.8988233,K3,0.3598837257517047,1.4331627649488197,0.10117670000000001
OchACat039,OchACat039.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.050962400000000005,0.8139906,0.135047,1,0.8139906,K3,0.5896046037559777,1.8032752661517066,0.1860094
OchACat040,OchACat040.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0873511,0.9091052,0.0035437,1,0.9091052,K3,0.3195745416001917,1.3765419783836244,0.09089480000000005
OchACat041,OchACat041.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0823338,0.9175662,9.99e-5,0.9999998999999999,0.9175662,K3,0.28544425888828523,1.3303529179660851,0.0824338
OchATum001,OchATum001.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.09273730000000001,0.876946,0.0303167,1,0.876946,K3,0.4416684195747991,1.5552999479074385,0.123054
OchATum002,OchATum002.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.11178070000000001,0.879118,0.0091013,1,0.879118,K3,0.400967959744824,1.4932694230001138,0.12088200000000004
OchATum003,OchATum003.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1089417,0.8867778,0.0042804,0.9999998999999999,0.8867778,K3,0.37141749056297535,1.4497882199565084,0.11322220000000005
OchATum004,OchATum004.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0883466,0.4844446,0.4272088,1,0.4844446,K3,0.9288077775621526,2.5314892794602457,0.5155554
OchATum005,OchATum005.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.034028800000000005,0.0067001,0.9592711,1,0.9592711,K4,0.18846221693083745,1.207391463169633,0.04072889999999996
OchATum006,OchATum006.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0878021,0.7682712,0.1439266,0.9999999,0.7682712,K3,0.6951141825321615,2.0039378755792794,0.23172879999999996
OchATum007,OchATum007.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0463353,0.0673862,0.8862786,1.0000001,0.8862786,K4,0.4310919928988832,1.5389371147316715,0.11372139999999997
OchATum008,OchATum008.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.065842,0.5310016,0.4031563,0.9999998999999999,0.5310016,K3,0.8814814799536664,2.414474053010237,0.46899840000000004
OchATum009,OchATum009.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.029359,0.2394798,0.7311612,1,0.7311612,K4,0.6748104740282578,1.9636607759834388,0.26883880000000004
OchATum010,OchATum010.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.048139299999999996,0.6260305,0.3258302,1,0.6260305,K3,0.8046224616061144,2.235852219400189,0.37396949999999995
OchATum011,OchATum011.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.022487299999999998,0.3012813,0.6762314,1,0.6762314,K4,0.7113405852904868,2.036719825939018,0.32376859999999996
OchATum012,OchATum012.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0363689,0.3207257,0.6429054,1,0.6429054,K4,0.7692557745761862,2.1581594987974704,0.35709460000000004
OchATum013,OchATum013.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0519258,0.2080349,0.7400394,1.0000001,0.7400394,K4,0.7030086812738159,2.0198205710880845,0.2599606
OchATum014,OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.11241140000000001,0.8595538,0.0280348,1,0.8595538,K3,0.47597672439265803,1.609585551441155,0.14044619999999997
OchATum015,OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.12189069999999999,0.871089,0.0070203,1,0.871089,K3,0.4115681751018289,1.5091825929782454,0.128911
OchATum016,OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0399247,0.0076717,0.9524037,1.0000001,0.9524037,K4,0.2123959098195199,1.236637385057115,0.047596300000000036
OchATum017,OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0627322,0.0087969,0.9284708,0.9999999,0.9284708,K4,0.28424452919926735,1.3287578111133804,0.07152919999999996
OchATum018,OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0859139,0.6180989,0.2959872,1,0.6180989,K3,0.8685858712059532,2.3835378396576026,0.3819011
OchATum019,OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.2134612,0.7798111,0.0067278,1.0000001,0.7798111,K3,0.5572391153475508,1.7458457615589968,0.22018890000000002
OchATum020,OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1744182,0.8220931,0.0034888,1.0000001,0.8220931,K3,0.4853760981866528,1.624785973003917,0.17790689999999998
OchATum021,OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.17476529999999998,0.824769,4.658e-4,1.0000001,0.824769,K3,0.4673119403263728,1.5956990886834292,0.17523100000000003
OchATum022,OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1680838,0.8314481,4.68e-4,0.9999999,0.8314481,K3,0.4568047861681281,1.5790206074970827,0.16855189999999998
OchATum023,OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.12369430000000001,0.8576064,0.0186993,1,0.8576064,K3,0.4646604123630862,1.5914736523357234,0.1423936
OchATum024,OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1152263,0.879817,0.0049567,1,0.879817,K3,0.38794582273729067,1.473949927552506,0.12018300000000004
OchATum025,OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.035319500000000004,0.5647496,0.3999309,1,0.5647496,K3,0.8072890422107288,2.241822255817315,0.43525040000000004
OchATum026,OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1116866,0.8767865,0.0115268,0.9999999,0.8767865,K3,0.41155880220995167,1.50916844763927,0.12321349999999998
