sample_id,sample,era,location,K2,K3,K4,prop_sum,max_prop,dominant_cluster,entropy,effective_clusters,admixedness
OchCCat019,OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8635298,0.1361593,3.109e-4,1,0.8635298,K2,0.4007059461244865,1.4928782173252997,0.13647019999999999
OchCCat020,OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.953009,0.0468908,1.002e-4,1,0.953009,K2,0.19027462993100347,1.209581739396766,0.046991000000000005
OchCCat021,OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8905963,0.1090106,3.932e-4,1.0000001,0.8905963,K2,0.34787254227673686,1.4160517515050512,0.10940369999999999
OchCCat022,OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9554487,0.0444511,1.001e-4,0.9999999,0.9554487,K2,0.18285819511991935,1.2006441388104858,0.04455129999999996
OchCCat023,OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8686067,0.1231887,0.0082046,1,0.8686067,K2,0.419725150219048,1.5215433022995042,0.13139330000000005
OchCCat024,OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8708538,0.1268941,0.0022521,1,0.8708538,K2,0.396111724877385,1.486035335392692,0.1291462
OchCCat025,OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8628072,0.1349902,0.0022025,0.9999999,0.8628072,K2,0.4111195937078492,1.5085057535670503,0.1371928
OchCCat028,OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.89745,0.1012026,0.0013475,1.0000001,0.89745,K2,0.337826281557316,1.401896946896386,0.10255000000000003
OchCCat029,OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8638303,0.1341656,0.002004,0.9999999,0.8638303,K2,0.4083924494968024,1.5043974453545903,0.13616969999999995
OchCCat031,OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9510842,0.0488156,1.002e-4,1,0.9510842,K2,0.19603082756291815,1.2165644084720943,0.048915799999999954
OchCCat035,OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9305851,0.0681649,0.0012501,1.0000001,0.9305851,K2,0.25838328181317904,1.2948350102380444,0.06941489999999995
OchCCat036,OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8671328,0.1288301,0.0040371,1,0.8671328,K2,0.4098810683120779,1.5066385873866344,0.13286719999999996
OchCCat037,OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8644531999999999,0.1342275,0.0013193,0.9999999999999999,0.8644531999999999,K2,0.4042206786225135,1.4981345167434497,0.13554680000000008
OchCCat038,OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8355400000000001,0.1629046,0.0015554,1,0.8355400000000001,K2,0.45578976302652385,1.5774186781746051,0.16445999999999994
OchCCat047,OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9646975,0.0352023,1.001e-4,0.9999998999999999,0.9646975,K2,0.15340331787665545,1.1657950701305761,0.035302500000000014
OchCCat051,OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8832997,0.1141592,0.0025411,1,0.8832997,K2,0.37253665402780867,1.451411678252183,0.11670029999999998
OchCCat059,OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.790703,0.205423,0.003874,1,0.790703,K2,0.5323168751258303,1.7028730860066004,0.20929699999999996
OchCCat063,OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9247591000000001,0.0729829,0.0022579,0.9999999,0.9247591000000001,K2,0.2771295594089386,1.3193372925222862,0.07524089999999994
OchCCat065,OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8974849,0.1002565,0.0022586,1,0.8974849,K2,0.3414250206550793,1.406951097079494,0.10251509999999997
OchCCat066,OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9159838,0.083916,1.001e-4,0.9999999,0.9159838,K2,0.28924420649904226,1.3354178064189821,0.08401619999999999
OchCCat068,OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9645941,0.0337099,0.0016961,1.0000001,0.9645941,K2,0.15986705852956132,1.1733548731005692,0.03540589999999999
OchCCat069,OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9065406,0.0933593,1.001e-4,1,0.9065406,K2,0.31125401948709197,1.3651359482799705,0.09345939999999997
OchCCat070,OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9319653999999999,0.0649212,0.0031133,0.9999998999999999,0.9319653999999999,K2,0.261168374698544,1.2984462725289343,0.06803460000000006
OchCCat071,OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9483763000000001,0.0515236,1.001e-4,1,0.9483763000000001,K2,0.20399384145624438,1.2262906012686303,0.05162369999999994
OchCCat072,OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8545803,0.1441482,0.0012715,1,0.8545803,K2,0.4219732287208122,1.5249676988007843,0.14541970000000004
OchCCat074,OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9769668,0.0229331,1.001e-4,1,0.9769668,K2,0.11026417325324445,1.1165730002228322,0.023033199999999976
OchCCat075,OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9295004,0.0699413,5.583e-4,1,0.9295004,K2,0.2581867430579418,1.2945805499833645,0.0704996
OchCCat076,OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9514507,0.0481622,3.87e-4,0.9999998999999999,0.9514507,K2,0.19647658622342198,1.217106823477343,0.04854930000000002
OchCCat077,OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9414218,0.0584781,1.001e-4,1,0.9414218,K2,0.22377518067603183,1.250789786102066,0.058578200000000025
OchCCat079,OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9253757,0.0745241,1.001e-4,0.9999999,0.9253757,K2,0.26620151093324723,1.3049980035584878,0.07462429999999998
OchCCat080,OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9169888,0.0817965,0.0012146,0.9999999,0.9169888,K2,0.29239953262948193,1.3396381398813584,0.08301119999999995
OchCCat081,OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9355671,0.0633555,0.0010774,1,0.9355671,K2,0.2444705339630199,1.2769450351603495,0.06443290000000002
OchCCat082,OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9926893,0.0072105,1.002e-4,1,0.9926893,K2,0.04377033792582021,1.044742389629853,0.007310700000000003
OchCCat083,OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9493852,0.0505089,1.059e-4,1,0.9493852,K2,0.2010806606738259,1.2227233935386521,0.05061479999999996
OchCCat084,OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8794394,0.1204604,1.001e-4,0.9999998999999999,0.8794394,K2,0.36885049156287547,1.4460713876389453,0.12056060000000002
OchCCat085,OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9937843,0.0061155,1.002e-4,1,0.9937843,K2,0.038289286045958104,1.0390317667977091,0.006215700000000046
OchCCat086,OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9652908,0.0340752,6.339e-4,0.9999999,0.9652908,K2,0.15391396073287605,1.166390527074934,0.034709199999999996
OchCCat087,OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9656554,0.0342444,1.001e-4,0.9999999,0.9656554,K2,0.15021836720640336,1.1620879769287775,0.03434459999999995
OchCCat088,OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9511105,0.0478572,0.0010323,1,0.9511105,K2,0.20023607401533275,1.221691133651268,0.04888950000000003
OchCCat090,OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8987571,0.1011428,1.001e-4,1,0.8987571,K2,0.32859800622869473,1.3890193662070678,0.10124290000000002
OchCCat091,OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9258936999999999,0.0735343,5.72e-4,0.9999999999999999,0.9258936999999999,K2,0.26748549979724534,1.3066746826508866,0.07410630000000007
OchCCat092,OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8562497,0.1435467,2.035e-4,0.9999999,0.8562497,K2,0.4132516450723372,1.5117253963195307,0.1437503
OchCCat094,OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8105285999999999,0.1873372,0.0021343,1.0000000999999998,0.8105285999999999,K2,0.4971525639072039,1.6440333197348156,0.18947140000000007
OchCCat095,OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8051320000000001,0.1928566,0.0020114,1,0.8051320000000001,K2,0.5044052250181583,1.6560002799552533,0.19486799999999993
OchCCat096,OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.9591284,0.0407714,1.001e-4,0.9999998999999999,0.9591284,K2,0.17140587646151495,1.1869724154304615,0.04087160000000001
OchCTum001,OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9827543,0.0159199,0.0013259,1.0000001,0.9827543,K2,0.09179243548452769,1.0961372792634652,0.01724570000000003
OchCTum002,OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9727308,0.0262492,0.00102,1,0.9727308,K2,0.12946991239536995,1.1382248644878799,0.027269199999999993
OchCTum003,OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9988146,9.93e-5,0.0010862,1.0000001,0.9988146,K2,0.009513372417649707,1.0095587683870846,0.0011854000000000031
OchCTum004,OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.999699,9.96e-5,2.014e-4,1,0.999699,K2,0.002932661615078898,1.002936966073965,3.009999999999957e-4
OchCTum005,OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9348631,0.0633896,0.0017473,1,0.9348631,K2,0.24892006089976307,1.2826394959242697,0.06513690000000005
OchCTum006,OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9364845,0.0613679,0.0021477000000000002,1.0000001,0.9364845,K2,0.2459180957721332,1.2787948305491537,0.06351549999999995
OchCTum007,OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9327821000000001,0.0653994,0.0018185,1,0.9327821000000001,K2,0.2547406574494083,1.290126992658235,0.06721789999999994
OchCTum008,OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9608609,0.0380565,0.0010825,0.9999999,0.9608609,K2,0.1701494534705083,1.185482012482351,0.03913909999999998
OchCTum009,OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8899922,0.1059354,0.0040723,0.9999999,0.8899922,K2,0.36395119633798356,1.4390039837802457,0.11000779999999999
OchCTum010,OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9416719,0.055202,0.0031261,1,0.9416719,K2,0.23453092102668294,1.2643155657667111,0.058328099999999994
OchCTum011,OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9062624,0.0894908,0.0042468,1,0.9062624,K2,0.32839115061630864,1.3887320694709504,0.09373759999999998
OchCTum012,OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9456330000000001,0.0511123,0.0032548,1.0000001,0.9456330000000001,K2,0.22349803659762563,1.2504431851509359,0.05436699999999994
OchCTum013,OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9981554,9.97e-5,0.0017449,1,0.9981554,K2,0.013843429322301646,1.0139396932848708,0.001844599999999974
OchCTum014,OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9243317000000001,0.072432,0.0032361,0.9999998000000001,0.9243317000000001,K2,0.2814259509607832,1.3250178763880316,0.07566829999999991
OchCTum015,OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8784018,0.1163491,0.005249,0.9999999,0.8784018,K2,0.3917271241171807,1.4795339271867647,0.12159819999999999
OchCTum016,OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9229854,0.0744436,0.0025709,0.9999998999999999,0.9229854,K2,0.2826844730740958,1.326686490459614,0.07701460000000004
OchCTum017,OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9991321,9.93e-5,7.687e-4,1.0000001,0.9991321,K2,0.007295009088113512,1.007321682488361,8.679000000000325e-4
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9536198,0.0449679,0.0014123,1,0.9536198,K2,0.19403760173741913,1.2141419359441767,0.04638019999999998
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9986657,1e-4,0.0012343,1,0.9986657,K2,0.01052086070682659,1.0105763995631392,0.0013343000000000105
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9998032,9.83e-5,9.83e-5,0.9999998,0.9998032,K2,0.0020109044855669933,1.002012927709935,1.9679999999999698e-4
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9998020000000001,9.9e-5,9.9e-5,1,0.9998020000000001,K2,0.0020236177568563377,1.0020256666530971,1.9799999999992046e-4
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.891239,0.1063003,0.0024607,1,0.891239,K2,0.35567256489003,1.4271401759505133,0.108761
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9018754,0.0961005,0.0020241,1,0.9018754,K2,0.3308014884562834,1.392083420248844,0.0981246
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9998034,9.83e-5,9.83e-5,1,0.9998034,K2,0.002010704524910857,1.0020127273467927,1.9659999999999123e-4
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9998035000000001,9.82e-5,9.82e-5,0.9999999,0.9998035000000001,K2,0.0020089589454976545,1.0020109782555306,1.9649999999993284e-4
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.953356,0.0449199,0.0017241,1,0.953356,K2,0.19589019051094889,1.216393326470672,0.04664400000000002
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9397783000000001,0.0584935,0.0017282,1,0.9397783000000001,K2,0.23541702049106894,1.2654363716117458,0.060221699999999934
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9415515,0.0567251,0.0017234,1,0.9415515,K2,0.23044773743401548,1.2591636584422288,0.058448500000000014
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9648863000000001,0.0337142,0.0013994,0.9999999,0.9648863000000001,K2,0.15797193672500728,1.1711333284098553,0.035113699999999914
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9988039000000001,9.96e-5,0.0010965,1,0.9988039000000001,K2,0.009586473964154733,1.0096325713918655,0.0011960999999999222
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.959857,0.0393904,7.526e-4,1,0.959857,K2,0.17213668555344322,1.1878401827110137,0.04014300000000004
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9755189,0.023412,0.0010691,1,0.9755189,K2,0.11939311682773467,1.126812800303969,0.024481100000000033
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8844033,0.1101313,0.0054653,0.9999999,0.8844033,K2,0.3800712202360162,1.4623887373964841,0.1155967
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9004441,0.0962514,0.0033044,0.9999998999999999,0.9004441,K2,0.3386079154060112,1.4029931453595643,0.09955590000000003
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8724439,0.1203172,0.007239,1.0000001,0.8724439,K2,0.4095133273565473,1.5060846365343201,0.12755609999999995
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.860077,0.1339381,0.005985,1.0000001,0.860077,K2,0.429542657365773,1.536554630886619,0.13992300000000002
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8758881,0.118368,0.0057439,1,0.8758881,K2,0.39829853649359176,1.4892885705359697,0.12411190000000005
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8719073,0.1260777,0.002015,1,0.8719073,K2,0.3931104775742218,1.4815820618802318,0.12809269999999995
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9995598,9.9e-5,3.412e-4,1,0.9995598,K2,0.004076735620324019,1.0040850568109052,4.402000000000017e-4
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.851269,0.1422591,0.0064719,1,0.851269,K2,0.44711781964767927,1.5637985346253245,0.14873099999999995
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9380254,0.0580035,0.0039711,1,0.9380254,K2,0.24711887076282568,1.2803312976909484,0.06197459999999999
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8688797,0.1235553,0.007565,1,0.8688797,K2,0.41743305068094316,1.5180597674285576,0.13112029999999997
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.937277,0.0584692,0.0042538,1,0.937277,K2,0.24994792643934846,1.2839585546532146,0.06272299999999997
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8558668,0.1363564,0.0077767,0.9999999,0.8558668,K2,0.44266389816140134,1.5568489865908217,0.14413319999999996
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9756412999999999,0.0217368,0.0026218,0.9999998999999999,0.9756412999999999,K2,0.12286803259867637,1.1307351909162258,0.024358700000000066
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8872985,0.1052742,0.0074273,1,0.8872985,K2,0.37950260461386276,1.4615574366824238,0.11270150000000001
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8969522000000001,0.0959095,0.0071382,0.9999999,0.8969522000000001,K2,0.35767052682884243,1.4299943980675205,0.10304779999999991
OchCTum049,OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9917904000000001,0.0040573,0.0041524,1.0000001,0.9917904000000001,K2,0.053292370831796325,1.0547379746628565,0.008209599999999928
OchCTum050,OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7664264,0.1696554,0.0639181,0.9999998999999999,0.7664264,K2,0.6806329825590103,1.9751275579257714,0.23357360000000005
OchCTum051,OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7594631000000001,0.1886904,0.0518465,1,0.7594631000000001,K2,0.6770685297404943,1.9680998413578414,0.24053689999999994
