sample_id,sample,era,location,K1,K2,K3,K4,prop_sum,max_prop,dominant_cluster,entropy,effective_clusters,admixedness
OchCCat020,OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.3598921,0.5931169,0.0468908,1.002e-4,0.9999999999999999,0.5931169,K2,0.8220202934688223,2.27509155026697,0.40688310000000005
OchCCat021,OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1992282,0.6913681,0.1090106,3.932e-4,1.0000001,0.6913681,K2,0.8212723205839007,2.2733904797332802,0.30863189999999996
OchCCat022,OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8667749,0.0886738,0.0444511,1.001e-4,0.9999999,0.8667749,K1,0.4780804264881863,1.6129752040982597,0.13322509999999999
OchCCat023,OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1052799,0.7633268,0.1231887,0.0082046,1,0.7633268,K2,0.7405189622639764,2.097023508223541,0.23667320000000003
OchCCat024,OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1141191,0.7567347,0.1268941,0.0022521,1,0.7567347,K2,0.7343201515097678,2.0840646625604187,0.24326530000000002
OchCCat025,OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,9.99e-5,0.8627073,0.1349902,0.0022025,0.9999998999999999,0.8627073,K2,0.4121249592317607,1.510023115868374,0.13729270000000005
OchCCat028,OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0521604,0.8452896,0.1012026,0.0013475,1.0000001,0.8452896,K2,0.5368491662039331,1.7106085188765907,0.15471040000000003
OchCCat029,OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0139078,0.8499225,0.1341656,0.002004,0.9999999,0.8499225,K2,0.4796119689345422,1.6154474367696487,0.15007749999999997
OchCCat031,OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.6229417,0.3281425,0.0488156,1.002e-4,1,0.6229417,K1,0.8088227586451808,2.2452632135063513,0.37705829999999996
OchCCat035,OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.4636029,0.4669822,0.0681649,0.0012501,1.0000001,0.4669822,K2,0.9034095843893157,2.468003648561055,0.5330178
OchCCat036,OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0220126,0.8451202,0.1288301,0.0040371,1,0.8451202,K2,0.5124768568825767,1.6694209952544432,0.1548798
OchCCat037,OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.019508,0.8449452,0.1342275,0.0013193,1,0.8449452,K2,0.4974670312056025,1.6445503957488374,0.15505480000000005
OchCCat038,OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0092761,0.8262639,0.1629046,0.0015554,1,0.8262639,K2,0.5067625392262066,1.659908597700345,0.17373609999999995
OchCCat047,OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.3837185,0.580979,0.0352023,1.001e-4,0.9999999,0.580979,K2,0.8017698964706835,2.2294833933753506,0.419021
OchCCat051,OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1333252,0.7499745,0.1141592,0.0025411,1,0.7499745,K2,0.7473525532725347,2.1114027843030674,0.2500255
OchCCat059,OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,9.89e-5,0.7906041,0.205423,0.003874,1,0.7906041,K2,0.5333045405614801,1.7045557857303382,0.20939589999999997
OchCCat063,OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1465516,0.7782075,0.0729829,0.0022579,0.9999999,0.7782075,K2,0.6813724015679219,1.9765885448613179,0.22179249999999995
OchCCat065,OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0558488,0.8416361,0.1002565,0.0022586,1,0.8416361,K2,0.5505881560474888,1.7342727409604382,0.1583639
OchCCat066,OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1507601,0.7652237,0.083916,1.001e-4,0.9999998999999999,0.7652237,K2,0.6988725260167924,2.01148353314208,0.23477630000000005
OchCCat068,OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8970826,0.0675115,0.0337099,0.0016961,1.0000001,0.8970826,K1,0.4044995975148312,1.498552433043069,0.10291740000000005
OchCCat069,OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.175517,0.7310236,0.0933593,1.001e-4,1,0.7310236,K2,0.7567443883310302,2.1313261429972514,0.2689764
OchCCat070,OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8957571,0.0362083,0.0649212,0.0031133,0.9999998999999999,0.8957571,K1,0.414268833442009,1.513263888146148,0.10424290000000003
OchCCat071,OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8648983,0.083478,0.0515236,1.001e-4,1,0.8648983,K1,0.4865506679511545,1.6266955187093823,0.1351017
OchCCat072,OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.076313,0.7782673,0.1441482,0.0012715,1,0.7782673,K2,0.6791271286314935,1.972155542607403,0.2217327
OchCCat074,OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.7038101,0.2731567,0.0229331,1.001e-4,1,0.7038101,K1,0.6891873624868189,1.992096023336533,0.2961899
OchCCat075,OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.126042,0.8034584,0.0699413,5.583e-4,1,0.8034584,K2,0.6271041251419841,1.8721811193073263,0.19654159999999998
OchCCat076,OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8753079,0.0761428,0.0481622,3.87e-4,0.9999999,0.8753079,K1,0.46177721315394965,1.5868917252383068,0.12469209999999997
OchCCat077,OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1498828,0.791539,0.0584781,1.001e-4,1,0.791539,K2,0.6364529329984568,1.8897658509272268,0.208461
OchCCat079,OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.282364,0.6430117,0.0745241,1.001e-4,0.9999998999999999,0.6430117,K2,0.835448353242807,2.305847650831841,0.35698830000000004
OchCCat080,OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8843204,0.0326684,0.0817965,0.0012146,0.9999999,0.8843204,K1,0.43341786761400164,1.5425206554728956,0.1156796
OchCCat081,OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8692711,0.066296,0.0633555,0.0010774,1,0.8692711,K1,0.4838471263252252,1.622303619178521,0.13072890000000004
OchCCat082,OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.7770137,0.2156756,0.0072105,1.002e-4,1,0.7770137,K1,0.5633669075619461,1.7565767867916495,0.22298629999999997
OchCCat083,OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1798902,0.769495,0.0505089,1.059e-4,1,0.769495,K2,0.6619778773363802,1.938622903259747,0.23050499999999996
OchCCat084,OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.1443331,0.7351063,0.1204604,1.001e-4,0.9999998999999999,0.7351063,K2,0.7614657887620562,2.141412779956214,0.2648937
OchCCat085,OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.7028698,0.2909145,0.0061155,1.002e-4,1,0.7028698,K1,0.6391129744498628,1.8947993981782731,0.2971302
OchCCat086,OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8585077,0.1067831,0.0340752,6.339e-4,0.9999998999999999,0.8585077,K1,0.48965688844537797,1.6317562494711806,0.14149230000000002
OchCCat087,OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8686416,0.0970138,0.0342444,1.001e-4,0.9999999,0.8686416,K1,0.46512026936536555,1.592205670937733,0.1313584
OchCCat088,OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8782961,0.0728144,0.0478572,0.0010323,1,0.8782961,K1,0.4573016228554312,1.579805317785183,0.12170389999999998
OchCCat090,OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.2223243,0.6764328,0.1011428,1.001e-4,1,0.6764328,K2,0.8313858852952108,2.2964992203647916,0.32356720000000005
OchCCat091,OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.8706185,0.0552752,0.0735343,5.72e-4,1,0.8706185,K1,0.4768664676292882,1.611018306596913,0.12938150000000004
OchCCat092,OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.0901005,0.7661492,0.1435467,2.035e-4,0.9999998999999999,0.7661492,K2,0.7013095871547592,2.016391619714682,0.23385080000000003
OchCCat094,OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,9.96e-5,0.810429,0.1873372,0.0021343,1.0000001,0.810429,K2,0.498148984049675,1.6456722840624232,0.18957100000000005
OchCCat095,OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,9.97e-5,0.8050323,0.1928566,0.0020114,1,0.8050323,K2,0.505401879450309,1.657651562716367,0.19496769999999997
OchCCat096,OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,0.662194,0.2969344,0.0407714,1.001e-4,0.9999998999999999,0.662194,K1,0.7648861546713672,2.148749735610178,0.33780600000000005
OchCTum001,OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9210432,0.0617111,0.0159199,0.0013259,1.0000001,0.9210432,K1,0.3223339774720712,1.380345703351869,0.07895680000000005
OchCTum002,OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9139592,0.0587716,0.0262492,0.00102,1,0.9139592,K1,0.3513686441789139,1.4210110768290456,0.08604080000000003
OchCTum003,OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9336784,0.0651362,9.93e-5,0.0010862,1.0000001,0.9336784,K1,0.25030556141383803,1.2844178252588743,0.06632159999999998
OchCTum004,OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8842589,0.1154401,9.96e-5,2.014e-4,1,0.8842589,K1,0.36063589390830064,1.4342411498563852,0.11574110000000004
OchCTum005,OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9029174,0.0319457,0.0633896,0.0017473,1,0.9029174,K1,0.38817388263068997,1.4742861147498105,0.09708260000000002
OchCTum006,OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9057188,0.0307657,0.0613679,0.0021477000000000002,1.0000001,0.9057188,K1,0.3812602089584952,1.4641285352081557,0.09428119999999995
OchCTum007,OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8967918,0.0359903,0.0653994,0.0018185,1,0.8967918,K1,0.4071731548356079,1.5025642594051887,0.10320819999999997
OchCTum008,OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8990444,0.0618165,0.0380565,0.0010825,0.9999998999999999,0.8990444,K1,0.399536834733218,1.4911338962471508,0.10095560000000003
OchCTum009,OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8898919,1.003e-4,0.1059354,0.0040723,0.9999998999999999,0.8898919,K1,0.36496329815493633,1.4404611395974707,0.11010810000000004
OchCTum010,OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9361185,0.0055534,0.055202,0.0031261,1,0.9361185,K1,0.26857488492140613,1.3080989302485035,0.06388150000000004
OchCTum011,OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.906162,1.004e-4,0.0894908,0.0042468,1,0.906162,K1,0.3294059804195518,1.390142111519102,0.09383799999999998
OchCTum012,OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9455329,1.001e-4,0.0511123,0.0032548,1.0000001,0.9455329,K1,0.2245143906571268,1.251714724215829,0.05446709999999999
OchCTum013,OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9488162,0.0493392,9.97e-5,0.0017449,1,0.9488162,K1,0.21031495029454708,1.2340666684180652,0.0511838
OchCTum014,OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9242316,1.001e-4,0.072432,0.0032361,0.9999998,0.9242316,K1,0.282440024264365,1.3263622231611276,0.07576839999999996
OchCTum015,OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8783016,1.002e-4,0.1163491,0.005249,0.9999999,0.8783016,K1,0.3927370032612846,1.4810288323525502,0.12169839999999998
OchCTum016,OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9228852,1.002e-4,0.0744436,0.0025709,0.9999998999999999,0.9228852,K1,0.2836993133257784,1.328033548720357,0.07711480000000004
OchCTum017,OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9059958,0.0931363,9.93e-5,7.687e-4,1.0000001,0.9059958,K1,0.31694476467277827,1.3729267357735588,0.09400419999999998
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9171349,0.0364849,0.0449679,0.0014123,1,0.9171349,K1,0.3488790851428165,1.417477785855483,0.08286510000000002
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9133682,0.0852975,1e-4,0.0012343,1,0.9133682,K1,0.30192259145610967,1.352456530966625,0.08663180000000004
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7954805,0.2043227,9.83e-5,9.83e-5,0.9999998,0.7954805,K1,0.5083027957151345,1.6624672526756004,0.20451949999999997
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8008726,0.1989294,9.9e-5,9.9e-5,1,0.8008726,K1,0.5008943654233046,1.6501964895913588,0.19912739999999995
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8911389,1.001e-4,0.1063003,0.0024607,1,0.8911389,K1,0.35668298851045815,1.4285829208629763,0.10886110000000004
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9005355,0.0013399,0.0961005,0.0020241,1,0.9005355,K1,0.34086566250314815,1.4061643275774551,0.09946449999999996
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7833796,0.2164238,9.83e-5,9.83e-5,1,0.7833796,K1,0.5243070254805265,1.6892878092679413,0.21662040000000005
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7769447,0.2228588,9.82e-5,9.82e-5,0.9999999,0.7769447,K1,0.5324619178767935,1.7031200933164128,0.22305529999999996
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9067391,0.0466169,0.0449199,0.0017241,1,0.9067391,K1,0.38203929813707005,1.4652696663697284,0.09326089999999998
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9255092,0.0142691,0.0584935,0.0017282,1,0.9255092,K1,0.30932977674655415,1.3625116210726946,0.07449079999999997
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.908807,0.0327445,0.0567251,0.0017234,1,0.908807,K1,0.37259817050663196,1.4515009667342804,0.09119299999999997
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9054235,0.0594628,0.0337142,0.0013994,0.9999999,0.9054235,K1,0.3812662127699524,1.464137325586218,0.09457649999999995
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8879839,0.11082,9.96e-5,0.0010965,1,0.8879839,K1,0.35767221405780825,1.4299968107975254,0.11201609999999995
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9076075,0.0522495,0.0393904,7.526e-4,1,0.9076075,K1,0.3750230043527912,1.4550248861390052,0.09239249999999999
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.898008,0.0775109,0.023412,0.0010691,1,0.898008,K1,0.390040004315079,1.477039880669542,0.10199199999999997
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8843029,1.004e-4,0.1101313,0.0054653,0.9999999,0.8843029,K1,0.38108359856465773,1.4638699777235655,0.1156971
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9003436,1.005e-4,0.0962514,0.0033044,0.9999999,0.9003436,K1,0.33962300860389355,1.404418037234767,0.09965639999999998
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8723435,1.004e-4,0.1203172,0.007239,1.0000001,0.8723435,K1,0.41052433867850247,1.5076080751307492,0.12765649999999995
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8599764,1.006e-4,0.1339381,0.005985,1.0000001,0.8599764,K1,0.430554046151249,1.5381094711500334,0.14002360000000003
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8757876,1.005e-4,0.118368,0.0057439,1,0.8757876,K1,0.39931085073505246,1.4907969619197936,0.1242124
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8718069,1.004e-4,0.1260777,0.002015,1,0.8718069,K1,0.3941214271222145,1.483080623953699,0.12819309999999995
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.7662224,0.2333374,9.9e-5,3.412e-4,1,0.7662224,K1,0.5472373601860345,1.7284712722342532,0.23377760000000003
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8511686,1.004e-4,0.1422591,0.0064719,1,0.8511686,K1,0.44812636398018507,1.5653764903600054,0.14883139999999995
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9379252,1.002e-4,0.0580035,0.0039711,1,0.9379252,K1,0.24813533069555613,1.2816333647930847,0.062074799999999986
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8687794,1.003e-4,0.1235553,0.007565,1,0.8687794,K1,0.41844274435635564,1.5195933168519198,0.13122060000000002
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9371767,1.003e-4,0.0584692,0.0042538,1,0.9371767,K1,0.250965220687723,1.2852653829077465,0.06282330000000003
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8557667,1.001e-4,0.1363564,0.0077767,0.9999998999999999,0.8557667,K1,0.4436702677124094,1.5584165406434796,0.1442333
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9620622,0.0135791,0.0217368,0.0026218,0.9999998999999999,0.9620622,K1,0.19439691379090873,1.2145782701617862,0.03793780000000002
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8843536,0.0029449,0.1052742,0.0074273,1,0.8843536,K1,0.3992524153140093,1.4907098491168955,0.11564640000000004
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.8968521,1.001e-4,0.0959095,0.0071382,0.9999999,0.8968521,K1,0.35868159011831957,1.4314409440591114,0.10314789999999996
OchCTum049,OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.9826392,0.0091512,0.0040573,0.0041524,1.0000001,0.9826392,K1,0.10528032930489312,1.1110220187354516,0.017360799999999954
OchCTum050,OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.5462786,0.2201478,0.1696554,0.0639181,0.9999998999999999,0.5462786,K1,1.1402292138598313,3.1274851459768462,0.45372140000000005
OchCTum051,OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,0.6558015,0.1036616,0.1886904,0.0518465,1,0.6558015,K1,0.9797497526119614,2.6637895521365,0.34419849999999996
